generic_name_raw,brand_name_raw,product_type,route,source
Foeniculum vulgare whole extract,,RXNORM_IN,,RxNorm:IN
folate,,RXNORM_IN,,RxNorm:IN
follicle stimulating hormone,,RXNORM_IN,,RxNorm:IN
follitropin alfa,,RXNORM_IN,,RxNorm:IN
follitropin beta,,RXNORM_IN,,RxNorm:IN
fominoben,,RXNORM_IN,,RxNorm:IN
Fomitopsis pinicola fruiting body extract,,RXNORM_IN,,RxNorm:IN
fomivirsen,,RXNORM_IN,,RxNorm:IN
fomocain,,RXNORM_IN,,RxNorm:IN
fonazine,,RXNORM_IN,,RxNorm:IN
fondaparinux,,RXNORM_IN,,RxNorm:IN
"foreskin fibroblast, neonatal",,RXNORM_IN,,RxNorm:IN
"foreskin keratinocyte, neonatal",,RXNORM_IN,,RxNorm:IN
formaldehyde,,RXNORM_IN,,RxNorm:IN
formaldehyde sulfoxylate,,RXNORM_IN,,RxNorm:IN
formaldehyde-sodium naphthalenesulfonate copolymer (3000 MW),,RXNORM_IN,,RxNorm:IN
formalin,,RXNORM_IN,,RxNorm:IN
formate,,RXNORM_IN,,RxNorm:IN
formestane,,RXNORM_IN,,RxNorm:IN
formic acid,,RXNORM_IN,,RxNorm:IN
formoterol,,RXNORM_IN,,RxNorm:IN
Forsythia suspensa fruit extract,,RXNORM_IN,,RxNorm:IN
Forsythia suspensa root extract,,RXNORM_IN,,RxNorm:IN
Forsythia suspensa whole extract,,RXNORM_IN,,RxNorm:IN
forsythiaside,,RXNORM_IN,,RxNorm:IN
fosamprenavir,,RXNORM_IN,,RxNorm:IN
fosaprepitant,,RXNORM_IN,,RxNorm:IN
foscarnet,,RXNORM_IN,,RxNorm:IN
foscolate,,RXNORM_IN,,RxNorm:IN
fosdenopterin,,RXNORM_IN,,RxNorm:IN
fosfestrol,,RXNORM_IN,,RxNorm:IN
fosfomycin,,RXNORM_IN,,RxNorm:IN
fosfructose,,RXNORM_IN,,RxNorm:IN
fosinopril,,RXNORM_IN,,RxNorm:IN
fosinoprilat,,RXNORM_IN,,RxNorm:IN
fosphenytoin,,RXNORM_IN,,RxNorm:IN
fospropofol,,RXNORM_IN,,RxNorm:IN
fostamatinib,,RXNORM_IN,,RxNorm:IN
fostemsavir,,RXNORM_IN,,RxNorm:IN
fosveset,,RXNORM_IN,,RxNorm:IN
Fragaria chiloensis whole extract,,RXNORM_IN,,RxNorm:IN
Fragaria vesca fruit juice,,RXNORM_IN,,RxNorm:IN
Fragaria vesca leaf extract,,RXNORM_IN,,RxNorm:IN
Fragaria vesca whole extract,,RXNORM_IN,,RxNorm:IN
fragarin,,RXNORM_IN,,RxNorm:IN
framycetin,,RXNORM_IN,,RxNorm:IN
Francisella tularensis,,RXNORM_IN,,RxNorm:IN
Frangula alnus bark extract,,RXNORM_IN,,RxNorm:IN
Frangula californica bark extract,,RXNORM_IN,,RxNorm:IN
Frangula preparation,,RXNORM_IN,,RxNorm:IN
Frangula purshiana bark extract,,RXNORM_IN,,RxNorm:IN
frankincense extract,,RXNORM_IN,,RxNorm:IN
frankincense oil,,RXNORM_IN,,RxNorm:IN
Frasera caroliniensis root extract,,RXNORM_IN,,RxNorm:IN
Fraxinus americana bark extract,,RXNORM_IN,,RxNorm:IN
Fraxinus excelsior bark extract,,RXNORM_IN,,RxNorm:IN
Fraxinus excelsior leaf extract,,RXNORM_IN,,RxNorm:IN
Fraxinus latifolia whole extract,,RXNORM_IN,,RxNorm:IN
Freesia alba flower extract,,RXNORM_IN,,RxNorm:IN
Freesia alba whole extract,,RXNORM_IN,,RxNorm:IN
fremanezumab,,RXNORM_IN,,RxNorm:IN
Fremont cottonwood pollen extract,,RXNORM_IN,,RxNorm:IN
Fritillaria cirrhosa bulb extract,,RXNORM_IN,,RxNorm:IN
Fritillaria delavayi bulb extract,,RXNORM_IN,,RxNorm:IN
Fritillaria delavayi whole extract,,RXNORM_IN,,RxNorm:IN
Fritillaria przewalskii bulb extract,,RXNORM_IN,,RxNorm:IN
frovatriptan,,RXNORM_IN,,RxNorm:IN
fructooligosaccharide,,RXNORM_IN,,RxNorm:IN
fructose,,RXNORM_IN,,RxNorm:IN
fructosylnystose,,RXNORM_IN,,RxNorm:IN
frunevetmab,,RXNORM_IN,,RxNorm:IN
fu ling,,RXNORM_IN,,RxNorm:IN
Fuchsia magellanica whole extract,,RXNORM_IN,,RxNorm:IN
fucose,,RXNORM_IN,,RxNorm:IN
Fucus serratus extract,,RXNORM_IN,,RxNorm:IN
Fucus spiralis extract,,RXNORM_IN,,RxNorm:IN
Fucus vesiculosus extract,,RXNORM_IN,,RxNorm:IN
fulvic acid,,RXNORM_IN,,RxNorm:IN
fumagillin,,RXNORM_IN,,RxNorm:IN
fumarate,,RXNORM_IN,,RxNorm:IN
Fumaria officials whole extract,,RXNORM_IN,,RxNorm:IN
Fumaria officinalis flowering top extract,,RXNORM_IN,,RxNorm:IN
fumaryl diketopiperazine,,RXNORM_IN,,RxNorm:IN
fumitory extract,,RXNORM_IN,,RxNorm:IN
Furcellaria lumbricalis extract,,RXNORM_IN,,RxNorm:IN
furcelleran,,RXNORM_IN,,RxNorm:IN
fursultiamin,,RXNORM_IN,,RxNorm:IN
furterene,,RXNORM_IN,,RxNorm:IN
fusafungin,,RXNORM_IN,,RxNorm:IN
Fusarium compactum allergenic extract,,RXNORM_IN,,RxNorm:IN
Fusarium moniliforme antigen,,RXNORM_IN,,RxNorm:IN
Fusarium oxysporum allergenic extract,,RXNORM_IN,,RxNorm:IN
Fusarium oxysporum vasinfectum allergenic extract,,RXNORM_IN,,RxNorm:IN
fusel oil,,RXNORM_IN,,RxNorm:IN
fusidate,,RXNORM_IN,,RxNorm:IN
futibatinib,,RXNORM_IN,,RxNorm:IN
fuzapladib,,RXNORM_IN,,RxNorm:IN
gadobenate,,RXNORM_IN,,RxNorm:IN
gadobutrol,,RXNORM_IN,,RxNorm:IN
gadodiamide,,RXNORM_IN,,RxNorm:IN
gadofosveset,,RXNORM_IN,,RxNorm:IN
gadolinium,,RXNORM_IN,,RxNorm:IN
gadolinium cation (3+),,RXNORM_IN,,RxNorm:IN
gadolinium oxide,,RXNORM_IN,,RxNorm:IN
gadopentetate,,RXNORM_IN,,RxNorm:IN
gadopentetate dimeglumine,,RXNORM_IN,,RxNorm:IN
gadopiclenol,,RXNORM_IN,,RxNorm:IN
gadoquatrane,,RXNORM_IN,,RxNorm:IN
gadoterate meglumine,,RXNORM_IN,,RxNorm:IN
gadoversetamide,,RXNORM_IN,,RxNorm:IN
gadoxetate,,RXNORM_IN,,RxNorm:IN
galactoarabinan,,RXNORM_IN,,RxNorm:IN
galactose,,RXNORM_IN,,RxNorm:IN
galangal oil,,RXNORM_IN,,RxNorm:IN
Galanthus nivalis extract,,RXNORM_IN,,RxNorm:IN
Galanthus nivalis seed extract,,RXNORM_IN,,RxNorm:IN
galbanum,,RXNORM_IN,,RxNorm:IN
galbanum oil,,RXNORM_IN,,RxNorm:IN
galcanezumab,,RXNORM_IN,,RxNorm:IN
galectin-3,,RXNORM_IN,,RxNorm:IN
Galega officinalis extract,,RXNORM_IN,,RxNorm:IN
Galium aparine extract,,RXNORM_IN,,RxNorm:IN
Galium boreale leaf extract,,RXNORM_IN,,RxNorm:IN
Galium boreale whole extract,,RXNORM_IN,,RxNorm:IN
Galium odoratum extract,,RXNORM_IN,,RxNorm:IN
gallamine,,RXNORM_IN,,RxNorm:IN
gallic acid,,RXNORM_IN,,RxNorm:IN
gallium,,RXNORM_IN,,RxNorm:IN
gallopamil,,RXNORM_IN,,RxNorm:IN
Gallus gallus gizzard lining preparation,,RXNORM_IN,,RxNorm:IN
Galphimia glauca flowering top extract,,RXNORM_IN,,RxNorm:IN
Galphimia glauca whole extract,,RXNORM_IN,,RxNorm:IN
galsulfase,,RXNORM_IN,,RxNorm:IN
Gambels oak pollen extract,,RXNORM_IN,,RxNorm:IN
gambir leaf extract,,RXNORM_IN,,RxNorm:IN
gamboge,,RXNORM_IN,,RxNorm:IN
gamithromycin,,RXNORM_IN,,RxNorm:IN
gamma linoleic acid,,RXNORM_IN,,RxNorm:IN
gamma linolenic oil,,RXNORM_IN,,RxNorm:IN
gamma-aminobutyrate,,RXNORM_IN,,RxNorm:IN
gamma-cyclodextrin,,RXNORM_IN,,RxNorm:IN
gamma-interferon,,RXNORM_IN,,RxNorm:IN
gamma-linolenate,,RXNORM_IN,,RxNorm:IN
gamma-methacryloxypropyltrimethoxysilane,,RXNORM_IN,,RxNorm:IN
gamma-nonalactone,,RXNORM_IN,,RxNorm:IN
gamma-octalactone,,RXNORM_IN,,RxNorm:IN
gamma-oryzanol,,RXNORM_IN,,RxNorm:IN
gamma-terpinene,,RXNORM_IN,,RxNorm:IN
gamma-undecalactone,,RXNORM_IN,,RxNorm:IN
ganciclovir,,RXNORM_IN,,RxNorm:IN
ganirelix,,RXNORM_IN,,RxNorm:IN
Ganoderma lucidum stem extract,,RXNORM_IN,,RxNorm:IN
Ganoderma lucidum whole extract,,RXNORM_IN,,RxNorm:IN
garadacimab,,RXNORM_IN,,RxNorm:IN
Garcinia cambogia fruit extract,,RXNORM_IN,,RxNorm:IN
Garcinia cambogia preparation,,RXNORM_IN,,RxNorm:IN
Garcinia indica fruit extract,,RXNORM_IN,,RxNorm:IN
Garcinia indica seed butter extract,,RXNORM_IN,,RxNorm:IN
Garcinia mangostana bark extract,,RXNORM_IN,,RxNorm:IN
Garcinia mangostana fruit extract,,RXNORM_IN,,RxNorm:IN
Garcinia mangostana fruit rind extract,,RXNORM_IN,,RxNorm:IN
garden cress sprout extract,,RXNORM_IN,,RxNorm:IN
garden lady's mantle extract,,RXNORM_IN,,RxNorm:IN
garden snail mucin preparation,,RXNORM_IN,,RxNorm:IN
Gardenia cornuta whole extract,,RXNORM_IN,,RxNorm:IN
Gardenia jasminoides flower extract,,RXNORM_IN,,RxNorm:IN
Gardenia jasminoides fruit extract,,RXNORM_IN,,RxNorm:IN
Gardenia jasminoides whole extract,,RXNORM_IN,,RxNorm:IN
Gardenia resinifera resin,,RXNORM_IN,,RxNorm:IN
Gardenia taitensis flower extract,,RXNORM_IN,,RxNorm:IN
gardenia yellow extract,,RXNORM_IN,,RxNorm:IN
gardenian blue,,RXNORM_IN,,RxNorm:IN
gardenoside,,RXNORM_IN,,RxNorm:IN
garlic allergenic extract,,RXNORM_IN,,RxNorm:IN
garlic powder,,RXNORM_IN,,RxNorm:IN
garlic preparation,,RXNORM_IN,,RxNorm:IN
Garrys oak pollen extract,,RXNORM_IN,,RxNorm:IN
gastric mucins,,RXNORM_IN,,RxNorm:IN
Gastrodia elata tuber extract,,RXNORM_IN,,RxNorm:IN
Gastrodia elata whole extract,,RXNORM_IN,,RxNorm:IN
gatifloxacin,,RXNORM_IN,,RxNorm:IN
Gaultheria procumbens leaf extract,,RXNORM_IN,,RxNorm:IN
Gaultheria procumbens top extract,,RXNORM_IN,,RxNorm:IN
Gaultheria procumbens whole extract,,RXNORM_IN,,RxNorm:IN
gekko gecko preparation,,RXNORM_IN,,RxNorm:IN
gelatin,,RXNORM_IN,,RxNorm:IN
"gelatin hydrolysate (porcine skin, MW 3000)",,RXNORM_IN,,RxNorm:IN
gelatin type a porcine (160 bloom),,RXNORM_IN,,RxNorm:IN
gelatin type A porcine (195 bloom),,RXNORM_IN,,RxNorm:IN
gelatin type B bovine (150 bloom),,RXNORM_IN,,RxNorm:IN
gelatin type B bovine (160 bloom),,RXNORM_IN,,RxNorm:IN
gelatin type B bovine (200 bloom),,RXNORM_IN,,RxNorm:IN
gelatin type B bovine (230 bloom),,RXNORM_IN,,RxNorm:IN
Gelidiella acerosa extract,,RXNORM_IN,,RxNorm:IN
Gelidium cartilagineum extract,,RXNORM_IN,,RxNorm:IN
Gelidium sesquipedale extract,,RXNORM_IN,,RxNorm:IN
gellan gum (high acyl),,RXNORM_IN,,RxNorm:IN
gellan gum (low acyl),,RXNORM_IN,,RxNorm:IN
Gelsemium sempervirens preparation,,RXNORM_IN,,RxNorm:IN
Gelsemium sempervirens root extract,,RXNORM_IN,,RxNorm:IN
Gelsemium sempervirens whole extract,,RXNORM_IN,,RxNorm:IN
gemeprost,,RXNORM_IN,,RxNorm:IN
gemifloxacin,,RXNORM_IN,,RxNorm:IN
gemtuzumab ozogamicin,,RXNORM_IN,,RxNorm:IN
Genipa americana fruit extract,,RXNORM_IN,,RxNorm:IN
Genista tinctoria extract,,RXNORM_IN,,RxNorm:IN
genistein,,RXNORM_IN,,RxNorm:IN
gentamicin,,RXNORM_IN,,RxNorm:IN
gentian preparation,,RXNORM_IN,,RxNorm:IN
gentian violet,,RXNORM_IN,,RxNorm:IN
"gentian, stemless, whole extract",,RXNORM_IN,,RxNorm:IN
Gentiana crassicaulis whole extract,,RXNORM_IN,,RxNorm:IN
Gentiana cruciata root extract,,RXNORM_IN,,RxNorm:IN
Gentiana lutea root extract,,RXNORM_IN,,RxNorm:IN
Gentiana macrophylla root extract,,RXNORM_IN,,RxNorm:IN
Gentiana manshurica root extract,,RXNORM_IN,,RxNorm:IN
Gentiana manshurica whole extract,,RXNORM_IN,,RxNorm:IN
Gentiana urnula flower extract,,RXNORM_IN,,RxNorm:IN
Gentianella amarella flower extract,,RXNORM_IN,,RxNorm:IN
Gentianella amarella whole extract,,RXNORM_IN,,RxNorm:IN
Gentianella quinquefolia extract,,RXNORM_IN,,RxNorm:IN
gentisate,,RXNORM_IN,,RxNorm:IN
gentisic acid ethanolamide,,RXNORM_IN,,RxNorm:IN
Geotrichum candidum allergenic extract,,RXNORM_IN,,RxNorm:IN
gepefrine,,RXNORM_IN,,RxNorm:IN
gepirone,,RXNORM_IN,,RxNorm:IN
gepotidacin,,RXNORM_IN,,RxNorm:IN
geranial,,RXNORM_IN,,RxNorm:IN
geranial propylene glycol acetal,,RXNORM_IN,,RxNorm:IN
geraniol,,RXNORM_IN,,RxNorm:IN
geranium extract,,RXNORM_IN,,RxNorm:IN
Geranium maculatum root extract,,RXNORM_IN,,RxNorm:IN
Geranium maculatum root oil,,RXNORM_IN,,RxNorm:IN
Geranium maculatum whole extract,,RXNORM_IN,,RxNorm:IN
"geranium oil, Algerian type",,RXNORM_IN,,RxNorm:IN
Geranium robertianum extract,,RXNORM_IN,,RxNorm:IN
Geranium robertianum leaf extract,,RXNORM_IN,,RxNorm:IN
Geranium thunbergii flowering top extract,,RXNORM_IN,,RxNorm:IN
Geranium thunbergii whole extract,,RXNORM_IN,,RxNorm:IN
Geranium wilfordii top extract,,RXNORM_IN,,RxNorm:IN
geranium wilfordii whole extract,,RXNORM_IN,,RxNorm:IN
geranyl acetate,,RXNORM_IN,,RxNorm:IN
geranylgeranylacetone,,RXNORM_IN,,RxNorm:IN
German cockroach allergenic extract,,RXNORM_IN,,RxNorm:IN
German wasp venom protein,,RXNORM_IN,,RxNorm:IN
germanium,,RXNORM_IN,,RxNorm:IN
germanium cation (4+),,RXNORM_IN,,RxNorm:IN
germanium citrate lactate,,RXNORM_IN,,RxNorm:IN
germanium dioxide,,RXNORM_IN,,RxNorm:IN
germanium sesquioxide,,RXNORM_IN,,RxNorm:IN
gestonorone caproate,,RXNORM_IN,,RxNorm:IN
gestrinone,,RXNORM_IN,,RxNorm:IN
gestronol,,RXNORM_IN,,RxNorm:IN
Geum urbanum root extract,,RXNORM_IN,,RxNorm:IN
giant puffball extract,,RXNORM_IN,,RxNorm:IN
giant ragweed pollen extract,,RXNORM_IN,,RxNorm:IN
giant scallop preparation,,RXNORM_IN,,RxNorm:IN
giant wild rye pollen extract,,RXNORM_IN,,RxNorm:IN
Giardia lamblia,,RXNORM_IN,,RxNorm:IN
Gibberella fujikuroi extract,,RXNORM_IN,,RxNorm:IN
Gibberella zeae allergenic extract,,RXNORM_IN,,RxNorm:IN
Gigartina skottsbergii,,RXNORM_IN,,RxNorm:IN
Gila monster venom,,RXNORM_IN,,RxNorm:IN
gilteritinib,,RXNORM_IN,,RxNorm:IN
ginger allergenic extract,,RXNORM_IN,,RxNorm:IN
ginger extract,,RXNORM_IN,,RxNorm:IN
ginger root,,RXNORM_IN,,RxNorm:IN
Ginkgo biloba extract,,RXNORM_IN,,RxNorm:IN
Ginkgo biloba leaf extract,,RXNORM_IN,,RxNorm:IN
Ginkgo biloba root extract,,RXNORM_IN,,RxNorm:IN
Ginkgo biloba seed extract,,RXNORM_IN,,RxNorm:IN
Ginkgo biloba whole extract,,RXNORM_IN,,RxNorm:IN
Ginko biloba leaf oil,,RXNORM_IN,,RxNorm:IN
ginseng preparation,,RXNORM_IN,,RxNorm:IN
ginseng root,,RXNORM_IN,,RxNorm:IN
ginsenoside,,RXNORM_IN,,RxNorm:IN
gitalin,,RXNORM_IN,,RxNorm:IN
givinostat,,RXNORM_IN,,RxNorm:IN
givosiran,,RXNORM_IN,,RxNorm:IN
glabridin,,RXNORM_IN,,RxNorm:IN
Gladiolus communis whole extract,,RXNORM_IN,,RxNorm:IN
glasdegib,,RXNORM_IN,,RxNorm:IN
glatiramer,,RXNORM_IN,,RxNorm:IN
glaucine,,RXNORM_IN,,RxNorm:IN
Glebionis coronaria whole extract,,RXNORM_IN,,RxNorm:IN
glecaprevir,,RXNORM_IN,,RxNorm:IN
Glechoma hederacea extract,,RXNORM_IN,,RxNorm:IN
Glechoma hederacea flowering top extract,,RXNORM_IN,,RxNorm:IN
Glechoma longituba top extract,,RXNORM_IN,,RxNorm:IN
Glechoma longituba whole extract,,RXNORM_IN,,RxNorm:IN
Gleditsia sinensis fruit extract,,RXNORM_IN,,RxNorm:IN
Gleditsia sinensis seed extract,,RXNORM_IN,,RxNorm:IN
Gleditsia sinensis thorn extract,,RXNORM_IN,,RxNorm:IN
Gleditsia sinensis whole extract,,RXNORM_IN,,RxNorm:IN
Glehnia littoralis root extract,,RXNORM_IN,,RxNorm:IN
gleptoferron,,RXNORM_IN,,RxNorm:IN
glibornuride,,RXNORM_IN,,RxNorm:IN
gliclazide,,RXNORM_IN,,RxNorm:IN
glicofosfopeptical,,RXNORM_IN,,RxNorm:IN
gliocladium allergenic extract,,RXNORM_IN,,RxNorm:IN
Gliocladium viride allergenic extract,,RXNORM_IN,,RxNorm:IN
Gliocladium viride extract,,RXNORM_IN,,RxNorm:IN
gliotoxin,,RXNORM_IN,,RxNorm:IN
gliquidone,,RXNORM_IN,,RxNorm:IN
Globularia cordifolia whole extract,,RXNORM_IN,,RxNorm:IN
glofitamab,,RXNORM_IN,,RxNorm:IN
glucametacin,,RXNORM_IN,,RxNorm:IN
glucamine,,RXNORM_IN,,RxNorm:IN
"glucan endo-1,3-.alpha.-glucosidase AGN1",,RXNORM_IN,,RxNorm:IN
glucarpidase,,RXNORM_IN,,RxNorm:IN
gluceptate,,RXNORM_IN,,RxNorm:IN
glucomannan,,RXNORM_IN,,RxNorm:IN
gluconate,,RXNORM_IN,,RxNorm:IN
gluconolactone,,RXNORM_IN,,RxNorm:IN
glucosamine,,RXNORM_IN,,RxNorm:IN
glucose,,RXNORM_IN,,RxNorm:IN
"glucose 1,6-bisphosphate",,RXNORM_IN,,RxNorm:IN
glucose glutamate,,RXNORM_IN,,RxNorm:IN
glucose oxidase,,RXNORM_IN,,RxNorm:IN
glucose pentaacetate,,RXNORM_IN,,RxNorm:IN
glucose-6-phosphate,,RXNORM_IN,,RxNorm:IN
glucosyl hesperidin,,RXNORM_IN,,RxNorm:IN
glucosyl steviol,,RXNORM_IN,,RxNorm:IN
glucuronate,,RXNORM_IN,,RxNorm:IN
glucuronolactone,,RXNORM_IN,,RxNorm:IN
glutamate,,RXNORM_IN,,RxNorm:IN
glutamine,,RXNORM_IN,,RxNorm:IN
glutaral,,RXNORM_IN,,RxNorm:IN
glutarate,,RXNORM_IN,,RxNorm:IN
glutathione disulfide,,RXNORM_IN,,RxNorm:IN
glutethimide,,RXNORM_IN,,RxNorm:IN
GLY-GLN-PRO-ARG-OH,,RXNORM_IN,,RxNorm:IN
glyceran polyricinoleic acid ester,,RXNORM_IN,,RxNorm:IN
glycereth-17 cocoate,,RXNORM_IN,,RxNorm:IN
glycereth-17 stearate,,RXNORM_IN,,RxNorm:IN
glycereth-18,,RXNORM_IN,,RxNorm:IN
glycereth-18 ethylhexanoate,,RXNORM_IN,,RxNorm:IN
glycereth-2,,RXNORM_IN,,RxNorm:IN
glycereth-2 cocoate,,RXNORM_IN,,RxNorm:IN
glycereth-20,,RXNORM_IN,,RxNorm:IN
glycereth-25 PCA isostearate,,RXNORM_IN,,RxNorm:IN
glycereth-26,,RXNORM_IN,,RxNorm:IN
glycereth-26 caprylate,,RXNORM_IN,,RxNorm:IN
glycereth-31,,RXNORM_IN,,RxNorm:IN
glycereth-5 lactate,,RXNORM_IN,,RxNorm:IN
glycereth-6,,RXNORM_IN,,RxNorm:IN
glycereth-7,,RXNORM_IN,,RxNorm:IN
glycereth-7 triacetate,,RXNORM_IN,,RxNorm:IN
glycereth-7 trimethyl ether,,RXNORM_IN,,RxNorm:IN
glycereth-8,,RXNORM_IN,,RxNorm:IN
glycerin,,RXNORM_IN,,RxNorm:IN
"glycerin 1,3-dimethyl ether",,RXNORM_IN,,RxNorm:IN
glycerin 1-methyl ether,,RXNORM_IN,,RxNorm:IN
glycerin 2-methyl ether,,RXNORM_IN,,RxNorm:IN
glycerin methyl ether,,RXNORM_IN,,RxNorm:IN
glycerol (1-(12-hydroxystearate)),,RXNORM_IN,,RxNorm:IN
"glycerol 1,2-didocosanoate",,RXNORM_IN,,RxNorm:IN
"glycerol 1,3-dimethacrylate",,RXNORM_IN,,RxNorm:IN
glycerol ester of hydrogenated rosin,,RXNORM_IN,,RxNorm:IN
glycerol formal,,RXNORM_IN,,RxNorm:IN
glycerol monolactate,,RXNORM_IN,,RxNorm:IN
glycerophosphoinositol choline,,RXNORM_IN,,RxNorm:IN
glycerophosphoinositol lysine,,RXNORM_IN,,RxNorm:IN
glyceryl,,RXNORM_IN,,RxNorm:IN
"glyceryl 1,2-dioleate",,RXNORM_IN,,RxNorm:IN
"glyceryl 1,3-dibehenate",,RXNORM_IN,,RxNorm:IN
"glyceryl 1,3-dioleate",,RXNORM_IN,,RxNorm:IN
"glyceryl 1,3-distearate",,RXNORM_IN,,RxNorm:IN
glyceryl 1-adipate,,RXNORM_IN,,RxNorm:IN
glyceryl 1-arachidonate,,RXNORM_IN,,RxNorm:IN
"glyceryl 1-diacetyltartarate 2,3-stearate",,RXNORM_IN,,RxNorm:IN
glyceryl 1-laurate,,RXNORM_IN,,RxNorm:IN
glyceryl 1-linolenate,,RXNORM_IN,,RxNorm:IN
glyceryl 1-stearate,,RXNORM_IN,,RxNorm:IN
glyceryl 1-undecylenate,,RXNORM_IN,,RxNorm:IN
glyceryl 2-caprylate,,RXNORM_IN,,RxNorm:IN
glyceryl abietate,,RXNORM_IN,,RxNorm:IN
glyceryl acrylate - acrylic acid copolymer (300000 CP AT 2%),,RXNORM_IN,,RxNorm:IN
glyceryl arachidonate,,RXNORM_IN,,RxNorm:IN
glyceryl behenate,,RXNORM_IN,,RxNorm:IN
glyceryl behenate-eicosadioate,,RXNORM_IN,,RxNorm:IN
glyceryl caprate,,RXNORM_IN,,RxNorm:IN
glyceryl caprylate,,RXNORM_IN,,RxNorm:IN
glyceryl caprylate-caprate,,RXNORM_IN,,RxNorm:IN
glyceryl citrate,,RXNORM_IN,,RxNorm:IN
glyceryl cocoate,,RXNORM_IN,,RxNorm:IN
glyceryl diisostearate,,RXNORM_IN,,RxNorm:IN
glyceryl dilaurate,,RXNORM_IN,,RxNorm:IN
glyceryl dioleate,,RXNORM_IN,,RxNorm:IN
glyceryl dipalmitate,,RXNORM_IN,,RxNorm:IN
glyceryl distearate,,RXNORM_IN,,RxNorm:IN
glyceryl isostearate,,RXNORM_IN,,RxNorm:IN
glyceryl lactopalmitate/stearate,,RXNORM_IN,,RxNorm:IN
glyceryl laurate,,RXNORM_IN,,RxNorm:IN
glyceryl linoleate,,RXNORM_IN,,RxNorm:IN
glyceryl linolenate,,RXNORM_IN,,RxNorm:IN
glyceryl monobehenate,,RXNORM_IN,,RxNorm:IN
glyceryl monolaurate,,RXNORM_IN,,RxNorm:IN
glyceryl monooleate citrate,,RXNORM_IN,,RxNorm:IN
glyceryl monoundecylenate,,RXNORM_IN,,RxNorm:IN
glyceryl myristate,,RXNORM_IN,,RxNorm:IN
glyceryl palmitate,,RXNORM_IN,,RxNorm:IN
glyceryl palmitostearate,,RXNORM_IN,,RxNorm:IN
glyceryl phosphate,,RXNORM_IN,,RxNorm:IN
glyceryl ricinoleate,,RXNORM_IN,,RxNorm:IN
glyceryl rosinate,,RXNORM_IN,,RxNorm:IN
glyceryl stearate,,RXNORM_IN,,RxNorm:IN
glyceryl stearate - PEG-100 stearate,,RXNORM_IN,,RxNorm:IN
glyceryl stearate citrate,,RXNORM_IN,,RxNorm:IN
glyceryl stearate SE,,RXNORM_IN,,RxNorm:IN
glyceryl triacetyl 12-hydroxystearate,,RXNORM_IN,,RxNorm:IN
glyceryl triacetyl ricinoleate,,RXNORM_IN,,RxNorm:IN
glyceryl tribehenate- isostearate- eicosandioate,,RXNORM_IN,,RxNorm:IN
glycidyl acrylate,,RXNORM_IN,,RxNorm:IN
glycidyl methacrylate,,RXNORM_IN,,RxNorm:IN
Glycine max whole extract,,RXNORM_IN,,RxNorm:IN
glycine propionyl-L-carnitine,,RXNORM_IN,,RxNorm:IN
glycine zinc chelate,,RXNORM_IN,,RxNorm:IN
glycofurol,,RXNORM_IN,,RxNorm:IN
glycogen,,RXNORM_IN,,RxNorm:IN
glycol cetearate,,RXNORM_IN,,RxNorm:IN
glycol dilaurate,,RXNORM_IN,,RxNorm:IN
glycol dimethacrylate,,RXNORM_IN,,RxNorm:IN
glycol distearate,,RXNORM_IN,,RxNorm:IN
glycol oleate,,RXNORM_IN,,RxNorm:IN
glycol palmitate,,RXNORM_IN,,RxNorm:IN
glycol salicylate,,RXNORM_IN,,RxNorm:IN
glycol stearate,,RXNORM_IN,,RxNorm:IN
glycol stearate SE,,RXNORM_IN,,RxNorm:IN
glycolate,,RXNORM_IN,,RxNorm:IN
glycolide,,RXNORM_IN,,RxNorm:IN
"glycoprotein hormones, alpha subunit",,RXNORM_IN,,RxNorm:IN
glycopyrronium,,RXNORM_IN,,RxNorm:IN
glycorine,,RXNORM_IN,,RxNorm:IN
glycosine,,RXNORM_IN,,RxNorm:IN
Glycosmis citrifolia whole extract,,RXNORM_IN,,RxNorm:IN
glycyl-isolysine,,RXNORM_IN,,RxNorm:IN
glycylglycine,,RXNORM_IN,,RxNorm:IN
glycylhydroxyprolylproline,,RXNORM_IN,,RxNorm:IN
glycyrrhetinic acid,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza echinata root extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza glabra extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza glabra leaf extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza glabra root powder extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza glabra whole extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza inflata root extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza uralensis extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza uralensis root extract,,RXNORM_IN,,RxNorm:IN
Glycyrrhiza uralensis whole extract,,RXNORM_IN,,RxNorm:IN
glycyrrhizate,,RXNORM_IN,,RxNorm:IN
glycyrrhizic acid,,RXNORM_IN,,RxNorm:IN
"glycyrrhizin, ammoniated",,RXNORM_IN,,RxNorm:IN
"glycyrrhizin, ammoniated pentahydrate",,RXNORM_IN,,RxNorm:IN
glycyrrhizinate,,RXNORM_IN,,RxNorm:IN
glymidine,,RXNORM_IN,,RxNorm:IN
